"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.891370505E1,9.820365906E-1,2.650222778E0,-9.579645395E-1
1.891870505E1,9.222946167E-1,2.933540344E0,-8.521670699E-1
1.892370505E1,9.848473072E-1,3.102555275E0,-5.878632665E-1
1.892870505E1,9.817216396E-1,3.124368668E0,-2.953167260E-1
1.893370505E1,9.223241806E-1,3.034558296E0,-7.381749153E-2
1.893870505E1,7.496538162E-1,2.990330696E0,8.926318586E-2
1.894370505E1,6.705498695E-1,2.843823433E0,2.576693594E-1
1.894870505E1,9.183225632E-1,2.486206055E0,6.520017982E-1
1.895370505E1,1.077377081E0,2.339481354E0,9.662023783E-1
1.895870505E1,1.139615536E0,2.306023598E0,1.058978319E0
1.896370505E1,1.171472788E0,2.208066940E0,1.071808696E0
1.896870505E1,1.048637390E0,2.038867950E0,1.056779623E0
1.897370505E1,9.310278893E-1,1.890230179E0,9.290821552E-1
1.897870505E1,8.102552891E-1,1.725741386E0,8.790000677E-1
1.898370505E1,5.175879002E-1,1.512182236E0,1.000138044E0
1.898870505E1,9.222030640E-2,1.404389381E0,1.265063047E0
1.899370505E1,-1.925404072E-1,1.380270004E0,1.506551266E0
1.899870505E1,-2.519786358E-1,1.355146408E0,1.670430303E0
1.900370505E1,-1.337597370E-1,1.287828445E0,1.831555486E0
1.900870505E1,1.841330528E-2,1.202303886E0,2.041657209E0
1.901370505E1,1.245126724E-1,1.096712112E0,2.214704275E0
1.901870505E1,2.327351570E-1,9.339790344E-1,2.291867733E0
1.902370505E1,2.034401894E-1,7.530097961E-1,2.259392023E0
1.902870505E1,1.372799873E-1,6.002273560E-1,2.193028927E0
1.903370505E1,2.350380421E-1,5.796718597E-1,2.041318417E0
1.903870505E1,1.525475979E-1,5.670928955E-1,2.035604954E0
1.904370505E1,-2.934479713E-2,5.211019516E-1,2.050565243E0
1.904870505E1,-1.880624294E-1,3.490390778E-1,2.119579077E0
1.905370505E1,-3.239893913E-1,1.884460449E-1,2.096985579E0
1.905870505E1,-3.548777103E-1,4.192256927E-2,2.073710442E0
1.906370505E1,-2.857890129E-1,-6.191730499E-2,2.061202765E0
1.906870505E1,-1.438179016E-1,-1.204576492E-1,1.989534497E0
1.907370505E1,2.769947052E-2,-1.166820526E-1,1.848404169E0
1.907870505E1,4.777820110E-1,-2.573204041E-1,1.658082485E0
1.908370505E1,5.266406536E-1,-3.013381958E-1,1.664029360E0
1.908870505E1,1.979544163E-1,-1.961450577E-1,1.650557160E0
1.909370505E1,-2.277755737E-2,-3.866815567E-1,1.409240007E0
1.909870505E1,-1.486515999E-1,-6.046247482E-1,1.310445786E0
1.910370505E1,-1.758792400E-1,-6.987113953E-1,1.279220819E0
1.910870505E1,-1.743719578E-1,-7.373619080E-1,1.134076238E0
1.911370505E1,5.814671516E-2,-8.322477341E-1,8.951429129E-1
1.911870505E1,2.047357559E-1,-1.012211800E0,6.594731212E-1
1.912370505E1,1.727547646E-1,-1.329187393E0,6.372857690E-1
1.912870505E1,2.019298077E-1,-1.366786003E0,5.991119146E-1
1.913370505E1,4.014573097E-1,-1.250992775E0,6.265246868E-1
1.913870505E1,4.924626350E-1,-1.195632935E0,6.186707616E-1
1.914370505E1,5.185272694E-1,-1.156735420E0,5.791602135E-1
1.914870505E1,4.288141727E-1,-1.109679222E0,5.732065439E-1
1.915370505E1,1.748239994E-1,-1.102234840E0,5.541001558E-1
1.915870505E1,-1.754150391E-1,-1.114374161E0,5.243259072E-1
1.916370505E1,-6.080801487E-1,-1.103737831E0,4.717885256E-1
1.916870505E1,-9.731777906E-1,-1.136693954E0,3.946505189E-1
1.917370505E1,-1.190289617E0,-1.194746017E0,3.849569857E-1
1.917870505E1,-1.265095711E0,-1.240471840E0,4.197395146E-1
1.918370505E1,-1.305681229E0,-1.274248123E0,4.348348677E-1
1.918870505E1,-1.276430964E0,-1.334916115E0,3.795294762E-1
1.919370505E1,-1.215517044E0,-1.358392239E0,3.519786000E-1
1.919870505E1,-1.223459005E0,-1.328952312E0,3.101797700E-1
1.920370505E1,-1.276306033E0,-1.233703613E0,1.616677046E-1
1.920870505E1,-1.212267399E0,-1.185997009E0,-1.378844678E-2
1.921370505E1,-1.082156181E0,-1.219938278E0,-1.243205145E-1
1.921870505E1,-9.855931997E-1,-1.272202492E0,-1.749147922E-1
1.922370505E1,-9.871649742E-1,-1.328737736E0,-1.948731989E-1
1.922870505E1,-1.062483907E0,-1.332499027E0,-2.011131048E-1
1.923370505E1,-1.077430964E0,-1.352581024E0,-2.538388669E-1
1.923870505E1,-9.976397753E-1,-1.413520336E0,-2.731211483E-1
1.924370505E1,-8.493142128E-1,-1.497052670E0,-2.646381259E-1
1.924870505E1,-6.613197327E-1,-1.611680508E0,-2.614554167E-1
1.925370505E1,-4.577183723E-1,-1.721730709E0,-1.412477046E-1
1.925870505E1,-2.870919704E-1,-1.814451694E0,-2.702189982E-2
1.926370505E1,-1.405572891E-1,-1.892301083E0,-5.667358637E-3
1.926870505E1,-1.503896713E-2,-1.951354980E0,-1.397363842E-2
1.927370505E1,5.577278137E-2,-1.961784363E0,-1.201350987E-2
1.927870505E1,1.048147678E-1,-1.930420876E0,1.242557168E-2
1.928370505E1,1.075308323E-1,-1.926230431E0,5.964708328E-2
1.928870505E1,6.577658653E-2,-1.873466969E0,9.880007803E-2
1.929370505E1,5.489373207E-2,-1.826510906E0,8.115974069E-2
1.929870505E1,8.092641830E-2,-1.795656204E0,5.216301978E-2
1.930370505E1,1.840543747E-1,-1.777196884E0,3.172635287E-2
1.930870505E1,4.336795807E-1,-1.730063915E0,2.955330163E-2
1.931370505E1,3.730854988E-1,-1.686159134E0,1.049157456E-1
1.931870505E1,4.311542511E-1,-1.646499157E0,4.691675305E-2
1.932370505E1,6.558499336E-1,-1.622404099E0,2.113707364E-3
1.932870505E1,7.722091675E-1,-1.597704887E0,-2.063175291E-2
1.933370505E1,8.167095184E-1,-1.572496414E0,-8.568790555E-2
1.933870505E1,8.972084522E-1,-1.548521996E0,-1.522464752E-1
1.934370505E1,9.397079945E-1,-1.495871067E0,-1.723146141E-1
1.934870505E1,9.803187847E-1,-1.489521503E0,-2.225507498E-1
1.935370505E1,1.029664516E0,-1.487640858E0,-2.999036312E-1
1.935870505E1,1.120070219E0,-1.480180740E0,-3.659901023E-1
1.936370505E1,1.242851973E0,-1.460602760E0,-4.022689164E-1
1.936870505E1,1.304814577E0,-1.412136555E0,-3.910295665E-1
1.937370505E1,1.301596165E0,-1.347151756E0,-3.686248660E-1
1.937870505E1,1.293245316E0,-1.266991615E0,-3.777695894E-1
1.938370505E1,1.274321318E0,-1.200983047E0,-3.775718808E-1
1.938870505E1,1.299250841E0,-1.134819984E0,-3.897389472E-1
1.939370505E1,1.279909134E0,-1.080542564E0,-3.923750520E-1
1.939870505E1,1.284194231E0,-1.020195007E0,-4.011693299E-1
1.940370505E1,1.319333076E0,-9.585599899E-1,-4.364289045E-1
1.940870505E1,1.332510710E0,-8.583898544E-1,-5.200240612E-1
1.941370505E1,1.210502148E0,-6.472902298E-1,-6.637604237E-1
1.941870505E1,1.109257698E0,-4.608745575E-1,-8.798903227E-1
1.942370505E1,1.061009645E0,-2.822504044E-1,-1.026775241E0
1.942870505E1,1.058414459E0,-1.261577606E-1,-1.094595671E0
1.943370505E1,1.088824511E0,-5.859375000E-3,-1.099788785E0
1.943870505E1,1.125998259E0,1.013126373E-1,-1.038980484E0
1.944370505E1,1.177974463E0,1.711406708E-1,-9.259216785E-1
1.944870505E1,1.202531576E0,2.550573349E-1,-8.081531525E-1
1.945370505E1,1.235454798E0,3.653173447E-1,-7.293990850E-1
1.945870505E1,1.248277187E0,4.929513931E-1,-6.660280228E-1
1.946370505E1,1.288001776E0,6.141309738E-1,-6.433083415E-1
1.946870505E1,1.359148979E0,7.101459503E-1,-6.338086128E-1
1.947370505E1,1.472302437E0,7.730503082E-1,-6.756137609E-1
1.947870505E1,1.547850132E0,7.942533493E-1,-7.907414436E-1
1.948370505E1,1.579957008E0,8.334512711E-1,-8.684124351E-1
1.948870505E1,1.692486525E0,9.351358414E-1,-8.813235164E-1
1.949370505E1,1.819102526E0,9.967613220E-1,-8.325085044E-1
1.949870505E1,1.862933636E0,1.038425446E0,-8.217285872E-1
1.950370505E1,1.843115330E0,1.113143921E0,-8.248591423E-1
1.950870505E1,1.813962936E0,1.215642929E0,-8.452522159E-1
1.951370505E1,1.635419846E0,1.465481758E0,-8.465307355E-1
1.951870505E1,1.578298569E0,1.722792625E0,-8.995906711E-1
1.952370505E1,1.569088221E0,1.991783142E0,-9.834873676E-1
1.952870505E1,1.588454723E0,2.188237190E0,-1.075683951E0
1.953370505E1,1.609533787E0,2.335882187E0,-1.110543370E0
1.953870505E1,1.588643074E0,2.493588448E0,-1.090667486E0
1.954370505E1,1.522475481E0,2.715106010E0,-9.552040100E-1
1.954870505E1,1.476689816E0,2.910877228E0,-7.695983052E-1
1.955370505E1,1.383330584E0,3.155831337E0,-5.907746553E-1
1.955870505E1,1.309877157E0,3.326120377E0,-4.190178812E-1
1.956370505E1,1.234488249E0,3.527079582E0,1.644388214E-2
1.956870505E1,1.007441044E0,3.713473320E0,2.938825488E-1
1.957370505E1,9.915430546E-1,3.687306404E0,4.489170611E-1
1.957870505E1,9.215657711E-1,3.655630112E0,5.211775899E-1
1.958370505E1,7.865204811E-1,3.544758797E0,5.252022743E-1
1.958870505E1,6.197152138E-1,3.302414894E0,5.199105740E-1
1.959370505E1,4.124898911E-1,2.972494125E0,5.682188869E-1
1.959870505E1,1.293637753E-1,2.549158096E0,5.992011428E-1
1.960370505E1,-2.378039360E-1,2.078341484E0,6.011449099E-1
1.960870505E1,-6.227664948E-1,1.709407806E0,5.901696682E-1
1.961370505E1,-1.066461921E0,1.448028564E0,6.224329472E-1
1.961870505E1,-1.472556114E0,1.318812370E0,6.970217824E-1
1.962370505E1,-1.777310252E0,1.284144402E0,8.311793208E-1
1.962870505E1,-2.025426865E0,1.299057007E0,9.836434126E-1
1.963370505E1,-2.186704636E0,1.322056770E0,1.068568707E0
1.963870505E1,-2.290147066E0,1.345500946E0,1.126340985E0
1.964370505E1,-2.231144190E0,1.346529007E0,1.292723298E0
1.964870505E1,-2.119699717E0,1.344364166E0,1.500195384E0
1.965370505E1,-2.070559025E0,1.356970787E0,1.563519359E0
1.965870505E1,-2.059252739E0,1.407743454E0,1.496232033E0
1.966370505E1,-2.069777250E0,1.546011925E0,1.311306000E0
1.966870505E1,-1.986979604E0,1.655381203E0,1.079274654E0
1.967370505E1,-1.888927460E0,1.640700340E0,8.994132280E-1
1.967870505E1,-1.943348646E0,1.646836281E0,6.770657897E-1
1.968370505E1,-1.941157103E0,1.699879646E0,4.373553097E-1
1.968870505E1,-1.875042439E0,1.762453079E0,2.546022832E-1
1.969370505E1,-1.838200808E0,1.851316452E0,8.623269200E-2
1.969870505E1,-1.780783892E0,1.888749123E0,-5.776524544E-2
1.970370505E1,-1.773493886E0,1.850162506E0,-1.602305025E-1
1.970870505E1,-1.724983931E0,1.780059814E0,-2.551384568E-1
1.971370505E1,-1.595967650E0,1.615870476E0,-2.898395061E-1
1.971870505E1,-1.454703569E0,1.427972794E0,-2.620069981E-1
1.972370505E1,-1.283664823E0,1.171503067E0,-1.886911094E-1
1.972870505E1,-1.205745697E0,9.164333344E-1,-9.024679661E-2
1.973370505E1,-1.208420515E0,6.563529968E-1,1.431322098E-2
1.973870505E1,-1.152673602E0,3.894529343E-1,1.588284969E-3
1.974370505E1,-1.165966988E0,1.057891846E-1,4.271268845E-3
1.974870505E1,-1.183068037E0,-1.512117386E-1,3.642040491E-2
1.975370505E1,-1.246942043E0,-3.695030212E-1,8.176064491E-2
1.975870505E1,-1.167099953E0,-4.882469177E-1,1.095156670E-1
1.976370505E1,-9.520137310E-1,-6.403913498E-1,-3.705704212E-2
1.976870505E1,-7.429473400E-1,-8.459119797E-1,-1.358564496E-1
1.977370505E1,-6.581393480E-1,-1.055522919E0,-1.495524049E-1
1.977870505E1,-6.901152134E-1,-1.225749969E0,-1.432636976E-1
1.978370505E1,-7.155852318E-1,-1.439364433E0,-1.224811077E-1
1.978870505E1,-7.886284590E-1,-1.592125893E0,-1.265506148E-1
1.979370505E1,-6.821905375E-1,-1.739942074E0,-1.804776192E-1
1.979870505E1,-6.742013693E-1,-1.760011196E0,-2.013761997E-1
1.980370505E1,-6.616308689E-1,-1.362165451E0,-4.739884436E-1
1.980870505E1,-4.690907001E-1,-1.771392822E0,-3.995027542E-1
1.981370505E1,-4.584380388E-1,-2.254116535E0,-1.502394080E-1
1.981870505E1,-4.637242556E-1,-2.467577457E0,-4.001158476E-2
1.982370505E1,-4.410620928E-1,-2.505201817E0,-6.201374531E-2
1.982870505E1,-4.209016562E-1,-2.521603107E0,-3.333520889E-2
1.983370505E1,-4.003336430E-1,-2.555763245E0,-2.986228466E-2
1.983870505E1,-3.962173462E-1,-2.546180725E0,-1.208126545E-1
1.984370505E1,-4.539543390E-1,-2.506774426E0,-1.602505445E-1
1.984870505E1,-5.190490484E-1,-2.441984653E0,-2.495014668E-1
1.985370505E1,-5.924062729E-1,-2.423013210E0,-4.277309179E-1
1.985870505E1,-6.888359785E-1,-2.390136719E0,-5.358238816E-1
1.986370505E1,-8.525288105E-1,-2.294347763E0,-6.317744851E-1
1.986870505E1,-9.382104874E-1,-2.223298073E0,-7.143116593E-1
1.987370505E1,-9.966173172E-1,-2.137116432E0,-8.034785390E-1
1.987870505E1,-9.714174271E-1,-2.154754162E0,-1.001697063E0
1.988370505E1,-9.586741924E-1,-2.225683689E0,-1.144388318E0
1.988870505E1,-9.804033041E-1,-2.276697636E0,-1.126490116E0
1.989370505E1,-9.545576572E-1,-2.282138348E0,-1.008095741E0
1.989870505E1,-8.200188875E-1,-2.334778786E0,-8.845366240E-1
1.990370505E1,-7.506541014E-1,-2.316283226E0,-6.751223207E-1
1.990870505E1,-7.323991060E-1,-2.121350288E0,-4.846671820E-1
1.991370505E1,-6.912720203E-1,-1.939663410E0,-4.797617793E-1
1.991870505E1,-6.103487015E-1,-1.872446537E0,-5.544189215E-1
1.992370505E1,-6.130926609E-1,-1.773460865E0,-6.713325977E-1
1.992870505E1,-5.361797810E-1,-1.650363445E0,-8.552690148E-1
1.993370505E1,-4.211289883E-1,-1.492663383E0,-9.822874069E-1
1.993870505E1,-3.448330164E-1,-1.426896572E0,-1.173976898E0
1.994370505E1,-3.259140253E-1,-1.468781948E0,-1.361928344E0
1.994870505E1,-2.666209936E-1,-1.597524643E0,-1.367115140E0
1.995370505E1,-1.402568817E-1,-1.727724075E0,-1.207659960E0
1.995870505E1,6.916165352E-2,-1.782947063E0,-1.000782609E0
1.996370505E1,3.221313953E-1,-1.809064388E0,-9.164159298E-1
1.996870505E1,5.270621777E-1,-1.788598537E0,-9.110561609E-1
1.997370505E1,6.593601704E-1,-1.636759758E0,-9.645024538E-1
1.997870505E1,9.185845852E-1,-1.596017838E0,-1.092475414E0
1.998370505E1,1.113814831E0,-1.717696190E0,-1.098542809E0
1.998870505E1,1.049243689E0,-1.536216736E0,-9.926950336E-1
1.999370505E1,9.983034134E-1,-1.327695370E0,-9.170070887E-1
1.999870505E1,1.048792124E0,-1.086814880E0,-7.391042113E-1
2.000370505E1,1.017755508E0,-9.789247513E-1,-6.191871762E-1
2.000870505E1,9.919145107E-1,-9.575271606E-1,-5.196332335E-1
2.001370505E1,1.055858850E0,-9.601249695E-1,-3.915020823E-1
2.001870505E1,1.108685493E0,-8.961019516E-1,-2.684830427E-1
2.002370505E1,9.814429283E-1,-7.713651657E-1,-2.880223989E-1
2.002870505E1,7.259306908E-1,-6.963081360E-1,-4.318565726E-1
2.003370505E1,4.534177780E-1,-6.025943756E-1,-6.429564953E-1
2.003870505E1,1.446385384E-1,-5.978746414E-1,-9.550849199E-1
2.004370505E1,-1.404333115E-1,-6.359128952E-1,-1.148600340E0
2.004870505E1,-3.162084818E-1,-5.993900299E-1,-1.222200751E0
2.005370505E1,-4.375454187E-1,-5.356121063E-1,-1.269258618E0
2.005870505E1,-4.887331724E-1,-3.613548279E-1,-1.202598691E0
2.006370505E1,-5.288591385E-1,-1.762762070E-1,-1.229167819E0
2.006870505E1,-4.802734852E-1,2.178192139E-3,-1.209309340E0
2.007370505E1,-3.860315084E-1,1.495323181E-1,-1.197236896E0
2.007870505E1,-2.498612404E-1,3.245544434E-1,-1.187676430E0
2.008370505E1,-5.884408951E-2,5.342493057E-1,-1.170181394E0
2.008870505E1,1.652343273E-1,7.566204071E-1,-1.104949713E0
2.009370505E1,4.598557949E-1,9.005928040E-1,-1.037773609E0
2.009870505E1,7.568738461E-1,1.017862320E0,-1.043437719E0
2.010370505E1,9.317851067E-1,1.178946495E0,-1.130535126E0
2.010870505E1,9.965624809E-1,1.347066879E0,-1.282785773E0
2.011370505E1,1.001057148E0,1.418404579E0,-1.409218192E0
2.011870505E1,9.897463322E-1,1.440103531E0,-1.456671834E0
2.012370505E1,9.513001442E-1,1.440182686E0,-1.475977659E0
2.012870505E1,9.072434902E-1,1.494301796E0,-1.500148535E0
2.013370505E1,9.181413651E-1,1.669262886E0,-1.467624187E0
2.013870505E1,9.847238064E-1,1.845018387E0,-1.382781744E0
2.014370505E1,1.087313175E0,1.998503685E0,-1.195368886E0
2.014870505E1,1.179057598E0,2.126612663E0,-1.064696431E0
2.015370505E1,1.435454130E0,2.202956200E0,-1.053621054E0
2.015870505E1,1.623802185E0,2.358429909E0,-1.190711260E0
2.016370505E1,1.489252806E0,2.479365349E0,-9.538522959E-1
2.016870505E1,1.511873245E0,2.423356056E0,-8.461406231E-1
2.017370505E1,1.571085691E0,2.507019997E0,-7.930650711E-1
2.017870505E1,1.566133499E0,2.624982834E0,-7.442103624E-1
2.018370505E1,1.521791220E0,2.801942825E0,-6.393530965E-1
2.018870505E1,1.511066437E0,2.952826500E0,-6.083074212E-1
2.019370505E1,1.433995247E0,3.076144218E0,-6.220912337E-1
2.019870505E1,1.327146292E0,3.168986320E0,-6.131011248E-1
2.020370505E1,1.256188869E0,3.229611397E0,-6.495239735E-1
2.020870505E1,1.188305378E0,3.264753342E0,-6.850390434E-1
2.021370505E1,1.144046068E0,3.200967789E0,-7.671564817E-1
2.021870505E1,1.035751820E0,3.158198357E0,-5.980278254E-1
2.022370505E1,9.379262924E-1,3.172544479E0,-1.034268141E-1
2.022870505E1,9.410581589E-1,3.022624969E0,2.076256275E-1
2.023370505E1,8.587145805E-1,2.850186348E0,4.107388258E-1
2.023870505E1,7.190642357E-1,2.656093597E0,6.643689871E-1
2.024370505E1,6.289017200E-1,2.348100662E0,8.230241537E-1
2.024870505E1,4.810602665E-1,2.010715485E0,1.069112659E0
2.025370505E1,5.527911186E-1,1.603634834E0,1.529927135E0
2.025870505E1,6.424741745E-1,1.242594719E0,2.147190571E0
2.026370505E1,7.791440487E-1,1.097852707E0,2.738564491E0
2.026870505E1,8.677687645E-1,1.059201241E0,3.003503084E0
2.027370505E1,9.283282757E-1,1.023142815E0,2.896850109E0
2.027870505E1,1.004283905E0,9.271087646E-1,2.771373749E0
2.028370505E1,1.052051783E0,9.174489975E-1,2.769912481E0
2.028870505E1,1.034328461E0,8.483524323E-1,2.669617653E0
2.029370505E1,1.043487072E0,5.813207626E-1,2.975481749E0
2.029870505E1,8.086953163E-1,4.044847488E-1,3.068952084E0
2.030370505E1,5.794761181E-1,2.975053787E-1,3.107677698E0
2.030870505E1,3.596985340E-1,1.605758667E-1,3.266308069E0
2.031370505E1,1.445765495E-1,4.175472260E-2,3.325594425E0
2.031870505E1,-5.410289764E-2,-1.834774017E-2,3.393104076E0
2.032370505E1,-4.576547146E-1,-1.045703888E-2,3.323719978E0
2.032870505E1,-7.260141373E-1,3.711128235E-2,3.154878616E0
2.033370505E1,-9.332865477E-1,1.880264282E-2,2.985526323E0
2.033870505E1,-1.081260920E0,-4.758262634E-2,2.724405050E0
2.034370505E1,-1.061708927E0,-6.523036957E-2,2.420773506E0
2.034870505E1,-1.017662883E0,-1.269559860E-1,2.210623980E0
2.035370505E1,-8.707660437E-1,-2.671804428E-1,2.158468485E0
2.035870505E1,-5.661947727E-1,-4.557142258E-1,2.049701452E0
2.036370505E1,-5.487747192E-1,-6.686887741E-1,2.031767130E0
2.036870505E1,-6.753902435E-1,-8.055400848E-1,1.878585815E0
2.037370505E1,-6.198096275E-1,-8.338327408E-1,1.628887177E0
2.037870505E1,-7.156025171E-1,-7.599363327E-1,1.457145929E0
2.038370505E1,-6.833300591E-1,-7.137260437E-1,1.233117104E0
2.038870505E1,-6.913120747E-1,-6.585206985E-1,1.029214859E0
2.039370505E1,-6.313145161E-1,-6.363115311E-1,9.059021473E-1
2.039870505E1,-8.884434700E-1,-4.998674393E-1,6.571502686E-1
2.040370505E1,-1.071081519E0,-4.366607666E-1,3.718833923E-1
2.040870505E1,-1.097357750E0,-3.977861404E-1,7.848811150E-2
2.041370505E1,-1.130330920E0,-3.674201965E-1,-2.657028437E-1
2.041870505E1,-1.165207744E0,-3.364191055E-1,-5.488998890E-1
2.042370505E1,-1.050220728E0,-5.432987213E-1,-5.474733114E-1
2.042870505E1,-9.960316420E-1,-7.586612701E-1,-5.696734190E-1
2.043370505E1,-9.411675930E-1,-9.055671692E-1,-5.590573549E-1
2.043870505E1,-9.435226917E-1,-1.009000778E0,-5.012683868E-1
2.044370505E1,-9.439648390E-1,-1.080271721E0,-4.449323416E-1
2.044870505E1,-8.870096207E-1,-1.197892666E0,-3.745480776E-1
2.045370505E1,-8.752616644E-1,-1.390371323E0,-2.309162617E-1
2.045870505E1,-8.089299202E-1,-1.556672573E0,-1.583549976E-1
2.046370505E1,-7.856423855E-1,-1.790566921E0,-2.118977308E-1
2.046870505E1,-8.088163137E-1,-1.943447113E0,-2.150427103E-1
2.047370505E1,-8.147430420E-1,-2.122837067E0,-2.661931515E-1
2.047870505E1,-8.976792097E-1,-2.262964725E0,-3.574748039E-1
2.048370505E1,-9.676208496E-1,-2.374387264E0,-4.971852303E-1
2.048870505E1,-1.060295939E0,-2.507263660E0,-6.230337620E-1
2.049370505E1,-1.046108246E0,-2.593593597E0,-6.401025057E-1
2.049870505E1,-9.974548817E-1,-2.724252224E0,-6.003218889E-1
2.050370505E1,-8.686306477E-1,-2.780761719E0,-4.887158871E-1
2.050870505E1,-6.746792793E-1,-2.734828949E0,-3.469418287E-1
2.051370505E1,-4.374973774E-1,-2.622812748E0,-2.561743259E-1
2.051870505E1,-2.262530327E-1,-2.502340317E0,-2.122566700E-1
2.052370505E1,4.945020676E-1,-2.316396713E0,-1.756249666E-1
2.052870505E1,6.783120632E-1,-2.234804153E0,-1.515550613E-1
2.053370505E1,-5.469870567E-2,-2.319515228E0,-5.149149895E-2
2.053870505E1,-6.827616692E-1,-2.185448170E0,-1.726599932E-1
2.054370505E1,-7.708966732E-1,-2.070074081E0,-8.990478516E-2
2.054870505E1,-5.494259596E-1,-1.957047939E0,-9.769427776E-2
2.055370505E1,-1.980838776E-1,-1.905582428E0,-1.222131252E-1
2.055870505E1,5.389523506E-2,-1.842453957E0,-6.966710091E-2
2.056370505E1,1.926407814E-1,-1.718934536E0,-8.621239662E-2
2.056870505E1,2.918586731E-1,-1.568965435E0,-1.689915657E-1
2.057370505E1,3.433501720E-1,-1.295473576E0,-2.643088102E-1
2.057870505E1,2.769021988E-1,-1.155744553E0,-5.979135036E-1
2.058370505E1,3.724524975E-1,-1.042345047E0,-8.698449135E-1
2.058870505E1,5.493500233E-1,-9.825115204E-1,-9.094587564E-1
2.059370505E1,7.272088528E-1,-9.472188950E-1,-9.894038439E-1
2.059870505E1,8.263392448E-1,-9.151382446E-1,-9.611216784E-1
2.060370505E1,8.409245014E-1,-9.077720642E-1,-9.546658993E-1
2.060870505E1,9.705986977E-1,-8.985338211E-1,-1.035092831E0
2.061370505E1,9.908199310E-1,-9.064331055E-1,-8.958406448E-1
2.061870505E1,9.964845181E-1,-9.168624878E-1,-9.187180996E-1
2.062370505E1,6.292695999E-1,-9.560461044E-1,-9.062366486E-1
2.062870505E1,3.082835674E-1,-1.014266014E0,-8.723175526E-1
2.063370505E1,3.813192844E-1,-9.715242386E-1,-8.195722103E-1
2.063870505E1,5.008080006E-1,-8.928871155E-1,-7.517584562E-1
2.064370505E1,5.284249783E-1,-8.409337997E-1,-7.860560417E-1
2.064870505E1,6.442780495E-1,-6.860303879E-1,-7.203031778E-1
2.065370505E1,7.993144989E-1,-5.351467133E-1,-7.092308998E-1
2.065870505E1,5.010199547E-1,-4.174976349E-1,-7.916016579E-1
2.066370505E1,5.445773602E-1,-3.807678223E-1,-7.890353203E-1
2.066870505E1,7.996637821E-1,-3.201589584E-1,-7.324033976E-1
2.067370505E1,1.156560421E0,-2.783260345E-1,-7.515770197E-1
2.067870505E1,1.378973484E0,-3.069496155E-1,-7.050188780E-1
2.068370505E1,1.799111128E0,-2.820262909E-1,-6.640995741E-1
2.068870505E1,1.278652906E0,-3.031215668E-1,-6.369758844E-1
2.069370505E1,1.215990782E0,-3.025856018E-1,-6.306234598E-1
2.069870505E1,1.375953436E0,-2.643871307E-1,-6.915692091E-1
2.070370505E1,1.472624063E0,-1.949958801E-1,-7.299498320E-1
2.070870505E1,1.542896628E0,-5.226802826E-2,-7.654131055E-1
2.071370505E1,1.626912355E0,6.175136566E-2,-8.059017062E-1
2.071870505E1,1.597109914E0,1.711368561E-1,-8.079251647E-1
2.072370505E1,1.555497646E0,3.218011856E-1,-8.049248457E-1
2.072870505E1,1.544628620E0,4.761705399E-1,-8.157542944E-1
2.073370505E1,1.557254314E0,5.739574432E-1,-8.708149195E-1
2.073870505E1,1.785694361E0,6.276054382E-1,-7.685346007E-1
2.074370505E1,1.698956251E0,6.617841721E-1,-8.381714225E-1
2.074870505E1,1.271783113E0,6.374111176E-1,-7.196223140E-1
2.075370505E1,1.180216432E0,6.266098022E-1,-4.907689095E-1
2.075870505E1,1.251347542E0,7.828683853E-1,-3.764455318E-1
2.076370505E1,1.324665785E0,1.050285339E0,-3.234421015E-1
2.076870505E1,1.411185503E0,1.374680519E0,-2.519249916E-1
2.077370505E1,1.338227153E0,1.795717239E0,-1.771224737E-1
2.077870505E1,1.370538354E0,2.016420364E0,-1.405255795E-1
2.078370505E1,1.350552440E0,2.293393135E0,-5.926549435E-2
2.078870505E1,1.354550600E0,2.492527962E0,-2.201861143E-1
2.079370505E1,1.502623796E0,2.549361229E0,-4.387376308E-1
2.079870505E1,1.557702303E0,2.622872353E0,-4.196479321E-1
2.080370505E1,1.634329796E0,2.700090408E0,-3.530973196E-1
2.080870505E1,1.671617270E0,2.833212852E0,-1.826796532E-1
2.081370505E1,1.593677759E0,2.809210777E0,7.437944412E-3
2.081870505E1,1.625803232E0,2.900562286E0,3.079518080E-1
2.082370505E1,1.762747049E0,3.127338409E0,6.230444908E-1
2.082870505E1,1.962724924E0,3.431070328E0,8.690903187E-1
2.083370505E1,1.438059092E0,3.655894279E0,1.006654978E0
2.083870505E1,1.153589010E0,3.656052589E0,1.160585642E0
2.084370505E1,1.093470335E0,3.634124756E0,1.393673539E0
2.084870505E1,9.875110388E-1,3.619608879E0,1.454633951E0
2.085370505E1,8.115723133E-1,3.530312538E0,1.459206343E0
2.085870505E1,4.711166620E-1,3.273543358E0,1.460226417E0
2.086370505E1,8.592331409E-2,2.955498695E0,1.477371097E0
2.086870505E1,-3.354207277E-1,2.658997536E0,1.474120259E0
2.087370505E1,-6.122510433E-1,2.398636818E0,1.420231581E0
2.087870505E1,-8.001672029E-1,2.108629227E0,1.275831938E0
2.088370505E1,-9.772219658E-1,1.682515144E0,1.141124845E0
