"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.465370576E1,-7.002466917E-1,-2.474217415E0,-4.391199350E-1
8.465870576E1,-7.662243247E-1,-2.627353191E0,-3.418130875E-1
8.466370576E1,-8.548487425E-1,-2.775262833E0,-1.970366836E-1
8.466870576E1,-8.937698007E-1,-2.862063885E0,-5.104541779E-2
8.467370576E1,-7.295526266E-1,-2.962773323E0,9.418761730E-2
8.467870576E1,-6.328372359E-1,-3.109726429E0,1.350483894E-1
8.468370576E1,-6.769545078E-1,-3.381231308E0,-5.981028080E-3
8.468870576E1,-4.892470837E-1,-3.629567623E0,-3.077226877E-2
8.469370576E1,-3.438869715E-1,-3.864891052E0,1.657140255E-2
8.469870576E1,-1.278735399E-1,-4.017568111E0,8.800148964E-2
8.470370576E1,-1.407884955E-1,-4.205718040E0,6.622672081E-2
8.470870576E1,-2.751856446E-1,-4.474588871E0,4.147493839E-2
8.471370576E1,-2.771714330E-1,-4.726426125E0,1.361968517E-1
8.471870576E1,-2.328373194E-1,-4.955105782E0,2.091914415E-1
8.472370576E1,-2.044485807E-1,-5.119293690E0,2.060946226E-1
8.472870576E1,-2.256073952E-1,-5.154529095E0,1.211497784E-1
8.473370576E1,-1.649739146E-1,-5.155072212E0,1.727820039E-1
8.473870576E1,-1.400151849E-1,-5.036689758E0,2.976561785E-1
8.474370576E1,-1.375663280E-1,-4.840040684E0,4.048988223E-1
8.474870576E1,-1.402149200E-1,-4.539009571E0,3.821145892E-1
8.475370576E1,-5.126279593E-2,-4.198228359E0,2.129952312E-1
8.475870576E1,4.769176245E-2,-3.779091358E0,4.777508974E-2
8.476370576E1,1.979271173E-1,-3.338969707E0,-2.264928818E-2
8.476870576E1,3.336370587E-1,-2.946048737E0,-9.548610449E-2
8.477370576E1,5.421219468E-1,-2.560058594E0,-2.126927972E-1
8.477870576E1,8.084476590E-1,-2.162858009E0,-2.721555829E-1
8.478370576E1,1.075592756E0,-1.672006130E0,-3.328671455E-1
8.478870576E1,1.193392754E0,-1.129401207E0,-5.113210082E-1
8.479370576E1,1.399578571E0,-6.459236145E-1,-7.520375252E-1
8.479870576E1,1.599730492E0,-2.612953186E-1,-1.006644964E0
8.480370576E1,1.802398682E0,1.471090317E-1,-1.225746512E0
8.480870576E1,1.820125580E0,5.421180725E-1,-1.340096831E0
8.481370576E1,1.727756262E0,9.068183899E-1,-1.354135513E0
8.481870576E1,1.662341475E0,1.299707413E0,-1.371681094E0
8.482370576E1,1.602019548E0,1.653327942E0,-1.435273647E0
8.482870576E1,1.559031367E0,1.920988083E0,-1.462061167E0
8.483370576E1,1.603688121E0,2.082583427E0,-1.482483864E0
8.483870576E1,1.772269964E0,2.173885345E0,-1.508895397E0
8.484370576E1,2.003012180E0,2.163339615E0,-1.551852226E0
8.484870576E1,2.190669060E0,2.104529381E0,-1.611479759E0
8.485370576E1,2.245641232E0,2.048455238E0,-1.562955141E0
8.485870576E1,2.271507263E0,1.970378876E0,-1.391214728E0
8.486370576E1,2.280184269E0,1.860464096E0,-1.080825210E0
8.486870576E1,2.265468121E0,1.776343346E0,-7.491022348E-1
8.487370576E1,2.084526539E0,1.803041458E0,-4.790853858E-1
8.487870576E1,1.843981743E0,1.855620384E0,-2.658315301E-1
8.488370576E1,1.555299401E0,1.998702049E0,2.715936303E-2
8.488870576E1,1.153687000E0,2.248940468E0,3.934659660E-1
8.489370576E1,7.434948683E-1,2.629396439E0,6.717048883E-1
8.489870576E1,3.256406784E-1,3.077969551E0,7.987053394E-1
8.490370576E1,1.298683882E-2,3.446258545E0,7.199493647E-1
8.490870576E1,-1.915068328E-1,3.654950142E0,4.105795026E-1
8.491370576E1,-3.328482509E-1,3.666848183E0,7.290971279E-2
8.491870576E1,-3.508677483E-1,3.511243820E0,-2.807820439E-1
8.492370576E1,-2.978812456E-1,3.237105370E0,-5.686748028E-1
8.492870576E1,-2.799828649E-1,2.822204590E0,-6.663514972E-1
8.493370576E1,-2.704864442E-1,2.359764099E0,-4.465197921E-1
8.493870576E1,-3.271098435E-1,1.941337585E0,-8.951091021E-2
8.494370576E1,-3.825966120E-1,1.571625710E0,1.088520288E-1
8.494870576E1,-5.355106592E-1,1.380596161E0,3.238373399E-1
8.495370576E1,-7.655126452E-1,1.437891006E0,8.832227588E-1
8.495870576E1,-8.733048439E-1,1.550841331E0,1.289127946E0
8.496370576E1,-1.030381203E0,1.698596001E0,1.583518028E0
8.496870576E1,-1.227051854E0,1.808993340E0,1.684412360E0
8.497370576E1,-1.383766413E0,1.904292107E0,1.700943351E0
8.497870576E1,-1.453127027E0,1.960885048E0,1.593554139E0
8.498370576E1,-1.512502670E0,2.038228035E0,1.456906319E0
8.498870576E1,-1.491920948E0,2.114291191E0,1.300547957E0
8.499370576E1,-1.442556620E0,2.213643074E0,1.098476171E0
8.499870576E1,-1.422216892E0,2.334629059E0,9.337847233E-1
8.500370576E1,-1.437978029E0,2.325337410E0,8.855816722E-1
8.500870576E1,-1.541602373E0,2.632422447E0,8.746383786E-1
8.501370576E1,-1.631314516E0,2.898665428E0,9.094640613E-1
8.501870576E1,-1.584750891E0,3.086653709E0,7.189086676E-1
8.502370576E1,-1.625862837E0,3.404175758E0,3.094457686E-1
8.502870576E1,-1.745513201E0,3.713284492E0,-1.790885478E-1
8.503370576E1,-1.646301270E0,3.826829910E0,-8.136575222E-1
8.503870576E1,-1.411523461E0,3.775942802E0,-1.628301263E0
8.504370576E1,-1.350712061E0,3.609582901E0,-2.216241837E0
8.504870576E1,-1.358329296E0,3.367653847E0,-2.433952808E0
8.505370576E1,-1.357981682E0,3.029393196E0,-2.403616905E0
8.505870576E1,-1.309777737E0,2.567831039E0,-2.216204882E0
8.506370576E1,-1.344740152E0,2.045631409E0,-1.927304983E0
8.506870576E1,-1.541180968E0,1.465605736E0,-1.609610677E0
8.507370576E1,-1.822085857E0,8.007812500E-1,-1.340407252E0
8.507870576E1,-2.063462019E0,1.406431198E-1,-9.678297639E-1
8.508370576E1,-1.963392377E0,-4.623317719E-1,-7.340118289E-1
8.508870576E1,-1.453914404E0,-1.056394577E0,-7.289386392E-1
8.509370576E1,-8.445245028E-1,-1.522263527E0,-6.405062079E-1
8.509870576E1,-4.658629298E-1,-1.826778889E0,-6.431218386E-1
8.510370576E1,-1.948239803E-1,-2.096045971E0,-6.196035147E-1
8.510870576E1,4.618519545E-2,-2.396459103E0,-4.896673262E-1
8.511370576E1,2.589648962E-1,-2.696129799E0,-2.409321815E-1
8.511870576E1,3.777450919E-1,-3.017503262E0,4.951846600E-2
8.512370576E1,4.404487610E-1,-3.285723686E0,3.650616109E-1
8.512870576E1,4.678637385E-1,-3.755637646E0,5.901348591E-1
8.513370576E1,5.749099851E-1,-4.237408161E0,6.451695561E-1
8.513870576E1,5.291823745E-1,-4.544694901E0,7.939291000E-1
8.514370576E1,3.312315345E-1,-4.630829334E0,1.040041208E0
8.514870576E1,4.116731882E-2,-4.708950520E0,1.108032703E0
8.515370576E1,3.017282486E-2,-4.959833145E0,1.018177032E0
8.515870576E1,-1.485645771E-2,-5.144137383E0,9.806991816E-1
8.516370576E1,-9.537523985E-2,-5.193686008E0,1.116052151E0
8.516870576E1,-2.517486215E-1,-5.190069675E0,1.267099261E0
8.517370576E1,-4.586231709E-1,-5.144602776E0,1.287409663E0
8.517870576E1,-6.903580427E-1,-5.096081734E0,1.200292110E0
8.518370576E1,-8.834992051E-1,-5.074061394E0,1.044239402E0
8.518870576E1,-1.037252665E0,-5.028535843E0,9.374114275E-1
8.519370576E1,-1.153933644E0,-4.911072731E0,7.631712556E-1
8.519870576E1,-1.146216989E0,-4.840478897E0,6.514449716E-1
8.520370576E1,-8.163834810E-1,-4.756696224E0,4.856780171E-1
8.520870576E1,-6.791427732E-1,-4.597174644E0,3.241837621E-1
8.521370576E1,-8.031032085E-1,-4.418115616E0,1.485412121E-1
8.521870576E1,-8.459945917E-1,-4.284931660E0,8.770030737E-2
8.522370576E1,-1.032292843E0,-4.006394386E0,-9.391903877E-4
8.522870576E1,-1.036963344E0,-3.670679092E0,-1.970029473E-1
8.523370576E1,-9.510738254E-1,-3.322715759E0,-4.312179685E-1
8.523870576E1,-7.340808511E-1,-3.071882248E0,-6.205377579E-1
8.524370576E1,-5.977479815E-1,-2.818173409E0,-7.099655867E-1
8.524870576E1,-6.086864471E-1,-2.444341660E0,-8.089299202E-1
8.525370576E1,-5.956770182E-1,-1.960834026E0,-1.178942442E0
8.525870576E1,-4.425450563E-1,-1.437328339E0,-1.369504809E0
8.526370576E1,-2.108565569E-1,-9.409132004E-1,-1.572404504E0
8.526870576E1,-7.192039490E-2,-4.595994949E-1,-1.911399364E0
8.527370576E1,3.989565372E-2,-6.485080719E-2,-2.278573990E0
8.527870576E1,2.003109455E-1,3.655967712E-1,-2.641826153E0
8.528370576E1,3.087005615E-1,8.292512894E-1,-3.055118561E0
8.528870576E1,1.548990011E-1,1.253491402E0,-3.443895340E0
8.529370576E1,2.375285625E-1,1.600454330E0,-3.422480583E0
8.529870576E1,5.660917759E-1,1.937776566E0,-3.436795235E0
8.530370576E1,7.441425323E-1,2.262998581E0,-3.445750952E0
8.530870576E1,6.987017393E-1,2.502524376E0,-3.299472809E0
8.531370576E1,8.090667725E-1,2.571766853E0,-3.405374289E0
8.531870576E1,1.001051426E0,2.618870735E0,-3.488810539E0
8.532370576E1,9.412474632E-1,2.692079544E0,-3.409898520E0
8.532870576E1,9.396401644E-1,2.616520882E0,-3.238645792E0
8.533370576E1,9.635778666E-1,2.466103554E0,-2.979008675E0
8.533870576E1,9.384810925E-1,2.222159386E0,-2.627755642E0
8.534370576E1,9.696192741E-1,1.989437103E0,-2.218701124E0
8.534870576E1,1.100469947E0,1.838261604E0,-1.819031239E0
8.535370576E1,1.289391160E0,1.857898712E0,-1.449567556E0
8.535870576E1,1.531927109E0,2.116622925E0,-1.011554956E0
8.536370576E1,1.816858292E0,2.482593536E0,-5.037870407E-1
8.536870576E1,2.084634066E0,2.907176971E0,-5.034291744E-2
8.537370576E1,2.259272099E0,3.305473328E0,1.829011440E-1
8.537870576E1,2.273748159E0,3.736755371E0,3.172590137E-1
8.538370576E1,2.180105686E0,4.213068962E0,5.474064350E-1
8.538870576E1,1.933362842E0,4.655068398E0,9.500262737E-1
8.539370576E1,1.468141079E0,5.044673920E0,1.367360353E0
8.539870576E1,1.018629909E0,5.298510551E0,1.673807979E0
8.540370576E1,5.809009075E-1,5.507666588E0,1.800473690E0
8.540870576E1,2.551571131E-1,5.600942612E0,1.720290899E0
8.541370576E1,7.734239101E-2,5.659380913E0,1.690423489E0
8.541870576E1,-4.849088192E-2,5.723905563E0,1.758278489E0
8.542370576E1,-9.651494026E-2,5.698362350E0,1.897783637E0
8.542870576E1,-1.229492426E-1,5.485361099E0,2.116047621E0
8.543370576E1,-1.679219007E-1,5.164517403E0,2.415474415E0
8.543870576E1,-6.312322617E-2,4.728551865E0,2.708870888E0
8.544370576E1,-5.119884014E-2,4.301382065E0,2.979580402E0
8.544870576E1,-1.419615746E-1,3.915731430E0,3.080760479E0
8.545370576E1,-2.546533346E-1,3.538021088E0,3.200322390E0
8.545870576E1,-4.559237957E-1,3.208536148E0,3.294420242E0
8.546370576E1,-5.700482130E-1,2.857010841E0,3.384652615E0
8.546870576E1,-5.514249802E-1,2.453874588E0,3.350238562E0
8.547370576E1,-4.215385914E-1,2.039647102E0,3.259052277E0
8.547870576E1,-2.767562866E-1,1.631834984E0,3.204660892E0
8.548370576E1,-1.818228960E-1,1.232226372E0,3.175999165E0
8.548870576E1,-9.147119522E-2,8.213825226E-1,2.801574945E0
8.549370576E1,-4.374420643E-2,4.012784958E-1,2.562025309E0
8.549870576E1,-6.874704361E-2,-2.559185028E-2,2.302525759E0
8.550370576E1,-7.401311398E-2,-4.250726700E-1,1.961244345E0
8.550870576E1,-5.319952965E-3,-7.604293823E-1,1.606940985E0
8.551370576E1,5.377554893E-2,-1.156675339E0,1.148105860E0
8.551870576E1,5.294561386E-2,-1.385124207E0,7.369264960E-1
8.552370576E1,-1.336761713E-1,-1.588294029E0,4.662702084E-1
8.552870576E1,-1.374564171E-1,-1.752498150E0,6.859314442E-2
8.553370576E1,-2.595698833E-2,-2.028644085E0,-3.237409592E-1
8.553870576E1,2.242374420E-1,-2.258701324E0,-5.805593133E-1
8.554370576E1,3.726863861E-1,-2.262971401E0,-7.420095205E-1
8.554870576E1,5.665559769E-1,-2.197407246E0,-1.068485618E0
8.555370576E1,5.225409269E-1,-2.257337570E0,-1.266292572E0
8.555870576E1,3.405390978E-1,-2.415202618E0,-1.358644128E0
8.556370576E1,2.633165121E-1,-2.587063789E0,-1.284925818E0
8.556870576E1,1.757106781E-1,-2.689934254E0,-1.126644135E0
8.557370576E1,8.453643322E-2,-2.737678528E0,-9.480010271E-1
8.557870576E1,1.569986343E-3,-2.829123974E0,-7.923353910E-1
8.558370576E1,-1.169739962E-1,-2.982264996E0,-6.913648844E-1
8.558870576E1,-1.719092131E-1,-3.108656406E0,-4.262692928E-1
8.559370576E1,-2.691563368E-1,-3.190471649E0,-1.951651275E-1
8.559870576E1,-4.108437300E-1,-3.214986324E0,-1.069945097E-1
8.560370576E1,-3.736720085E-1,-3.273488045E0,5.251044035E-2
8.560870576E1,-3.591671586E-1,-3.323475838E0,2.398939729E-1
8.561370576E1,-4.598495364E-1,-3.435410500E0,3.004019260E-1
8.561870576E1,-5.987418294E-1,-3.693994999E0,3.176990747E-1
8.562370576E1,-6.078726649E-1,-3.942056656E0,3.703436852E-1
8.562870576E1,-5.850510001E-1,-4.114377022E0,5.124351978E-1
8.563370576E1,-5.554181337E-1,-4.234058380E0,5.828725696E-1
8.563870576E1,-5.809109211E-1,-4.274944305E0,7.115601897E-1
8.564370576E1,-6.471942663E-1,-4.401162624E0,9.509087205E-1
8.564870576E1,-6.642330885E-1,-4.540131092E0,1.253866196E0
8.565370576E1,-4.683184326E-1,-4.609052181E0,1.290752172E0
8.565870576E1,-2.862660289E-1,-4.560943127E0,1.257103205E0
8.566370576E1,-1.047118902E-1,-4.450977802E0,1.123699427E0
8.566870576E1,-4.341864586E-2,-4.215736866E0,9.761128426E-1
8.567370576E1,2.406209707E-2,-3.920829773E0,7.725584507E-1
8.567870576E1,5.479425192E-2,-3.591164589E0,5.015558004E-1
8.568370576E1,-1.914858818E-2,-3.250811100E0,2.229788303E-1
8.568870576E1,9.101694822E-2,-2.931159019E0,-4.133284092E-2
8.569370576E1,2.991795540E-1,-2.592593670E0,-2.775486708E-1
8.569870576E1,6.084662080E-1,-2.244862556E0,-5.348977447E-1
8.570370576E1,8.812474012E-1,-1.875979424E0,-8.150167465E-1
8.570870576E1,1.102614760E0,-1.472977638E0,-1.104498982E0
8.571370576E1,1.700225115E0,-1.053045273E0,-1.382044315E0
8.571870576E1,2.028154612E0,-7.082576752E-1,-1.641764045E0
8.572370576E1,2.128580570E0,-3.454513550E-1,-1.889069080E0
8.572870576E1,2.180833817E0,-4.935836792E-2,-2.044393063E0
8.573370576E1,2.193856239E0,2.345266342E-1,-2.118202686E0
8.573870576E1,2.161966324E0,5.096511841E-1,-2.159610748E0
8.574370576E1,2.069651604E0,7.858657837E-1,-2.068471670E0
8.574870576E1,1.939436197E0,1.044260979E0,-1.916711092E0
8.575370576E1,1.868674517E0,1.280460358E0,-1.764299631E0
8.575870576E1,1.820242643E0,1.480536461E0,-1.620728970E0
8.576370576E1,1.792876005E0,1.655172348E0,-1.455213070E0
8.576870576E1,1.799797416E0,1.789192200E0,-1.309376121E0
8.577370576E1,1.864573598E0,1.860715866E0,-1.229371309E0
8.577870576E1,2.021965742E0,1.879900932E0,-1.119578600E0
8.578370576E1,2.112060070E0,1.891139030E0,-1.026430964E0
8.578870576E1,2.157433748E0,1.872627258E0,-9.403533936E-1
8.579370576E1,2.229145288E0,1.805577278E0,-8.062854409E-1
8.579870576E1,2.285836220E0,1.722196579E0,-6.658362746E-1
8.580370576E1,2.299221039E0,1.618266106E0,-5.342394710E-1
8.580870576E1,2.296209097E0,1.516358376E0,-3.706623316E-1
8.581370576E1,2.202671766E0,1.458943367E0,-2.448958606E-1
8.581870576E1,2.028412342E0,1.478196144E0,-1.606532186E-1
8.582370576E1,1.836433172E0,1.560094833E0,-1.554578543E-2
8.582870576E1,1.548237443E0,1.784633636E0,1.864067912E-1
8.583370576E1,1.161160469E0,2.127226830E0,3.969132602E-1
8.583870576E1,7.168903351E-1,2.501322746E0,7.182286978E-1
8.584370576E1,1.688590646E-1,2.841985703E0,1.062778950E0
8.584870576E1,-5.524339080E-1,3.256825447E0,1.315919518E0
8.585370576E1,-1.136083841E0,3.521572113E0,1.538927317E0
8.585870576E1,-1.533853650E0,3.626334190E0,1.576069236E0
8.586370576E1,-1.846674800E0,3.643849373E0,1.502679467E0
8.586870576E1,-2.071697235E0,3.617650986E0,1.464861870E0
8.587370576E1,-2.220250607E0,3.644865036E0,1.481804013E0
8.587870576E1,-2.432096481E0,3.868052483E0,1.344157934E0
8.588370576E1,-2.560199499E0,4.117082596E0,1.216547608E0
8.588870576E1,-2.398675919E0,4.218791962E0,1.103768468E0
8.589370576E1,-1.892521858E0,3.964402199E0,8.177458644E-1
8.589870576E1,-1.371824622E0,3.466479301E0,4.909338951E-1
8.590370576E1,-1.122304678E0,2.969265938E0,3.418004215E-1
8.590870576E1,-1.193444729E0,2.832122803E0,2.952238023E-1
8.591370576E1,-1.297048330E0,2.995371819E0,3.933129609E-1
8.591870576E1,-1.319639206E0,3.242457390E0,4.336739480E-1
8.592370576E1,-1.282235384E0,3.332117081E0,5.083115101E-1
8.592870576E1,-1.334266424E0,3.568366051E0,8.414482474E-1
8.593370576E1,-1.369978547E0,4.040308952E0,1.039887547E0
8.593870576E1,-1.269377112E0,4.361099243E0,1.063020110E0
8.594370576E1,-1.343922853E0,4.596259117E0,7.331438065E-1
8.594870576E1,-1.370155215E0,4.749917030E0,1.448923945E-1
8.595370576E1,-1.366317272E0,4.722563744E0,-5.315482020E-1
8.595870576E1,-1.373579025E0,4.501195908E0,-1.223153830E0
8.596370576E1,-1.412132621E0,4.072089195E0,-1.833909750E0
8.596870576E1,-1.508249879E0,3.470061302E0,-2.184540987E0
8.597370576E1,-1.643008232E0,2.742616653E0,-2.222949743E0
8.597870576E1,-1.812459230E0,1.963922501E0,-1.900496840E0
8.598370576E1,-2.148043156E0,1.215936661E0,-1.403117418E0
8.598870576E1,-2.343459845E0,5.317506790E-1,-9.460463524E-1
8.599370576E1,-2.196331024E0,-1.267261505E-1,-7.003203630E-1
8.599870576E1,-1.867152095E0,-7.551832199E-1,-6.514071226E-1
8.600370576E1,-1.652343750E0,-1.236705780E0,-6.687285900E-1
8.600870576E1,-1.355649233E0,-1.575057983E0,-8.256992102E-1
8.601370576E1,-1.013346314E0,-1.935312271E0,-9.272565842E-1
8.601870576E1,-7.183715105E-1,-2.231636524E0,-8.349903822E-1
8.602370576E1,-5.055347681E-1,-2.427550793E0,-5.694434643E-1
8.602870576E1,-3.419896364E-1,-2.559146404E0,-2.641897202E-1
8.603370576E1,-1.892522573E-1,-2.733615875E0,-5.258440971E-3
8.603870576E1,1.088160276E-2,-2.962860584E0,1.440304816E-1
8.604370576E1,2.192582488E-1,-3.202268124E0,2.927639782E-1
8.604870576E1,4.441004992E-1,-3.563740730E0,3.447082043E-1
8.605370576E1,5.948014259E-1,-3.916552544E0,3.716437221E-1
8.605870576E1,6.019557714E-1,-4.166512966E0,4.861834347E-1
8.606370576E1,4.713867903E-1,-4.309854984E0,6.465651989E-1
8.606870576E1,2.998273373E-1,-4.415339470E0,8.150985837E-1
8.607370576E1,1.630316973E-1,-4.528705597E0,7.920066714E-1
8.607870576E1,1.850843430E-3,-4.569908142E0,7.555109859E-1
8.608370576E1,-6.526082754E-2,-4.638045788E0,7.533240914E-1
8.608870576E1,-1.576216221E-1,-4.665716171E0,7.105603814E-1
8.609370576E1,-1.969217062E-1,-4.850164413E0,5.606187582E-1
8.609870576E1,-1.601616740E-1,-5.148646832E0,3.671708703E-1
8.610370576E1,-1.889113784E-1,-5.315958977E0,2.571163774E-1
8.610870576E1,-3.435689807E-1,-5.350702286E0,2.741507888E-1
8.611370576E1,-4.972215295E-1,-5.237082958E0,2.616508603E-1
8.611870576E1,-6.883707643E-1,-5.046071053E0,2.107668519E-1
8.612370576E1,-8.413592577E-1,-4.865158558E0,1.503921747E-1
8.612870576E1,-8.562427759E-1,-4.755775452E0,-4.388689995E-4
8.613370576E1,-8.865947127E-1,-4.572624683E0,-1.711721420E-1
8.613870576E1,-8.817885518E-1,-4.447794437E0,-3.417310119E-1
8.614370576E1,-6.230614781E-1,-4.408191204E0,-4.638127387E-1
8.614870576E1,-3.990161419E-1,-4.360564232E0,-5.389702320E-1
8.615370576E1,-2.986453176E-1,-4.281762600E0,-5.795732141E-1
8.615870576E1,-3.541225791E-1,-4.072484493E0,-6.197931767E-1
8.616370576E1,-5.969352126E-1,-3.609763145E0,-7.636149526E-1
8.616870576E1,-7.307063937E-1,-3.079757690E0,-8.547806740E-1
8.617370576E1,-6.455977559E-1,-2.637156487E0,-9.061569571E-1
8.617870576E1,-6.087855697E-1,-2.192620754E0,-8.354884982E-1
8.618370576E1,-3.327294588E-1,-1.754676342E0,-7.522141933E-1
8.618870576E1,-8.676064014E-2,-1.271202087E0,-9.036256075E-1
8.619370576E1,-5.613589287E-2,-7.134141922E-1,-1.188088655E0
8.619870576E1,1.109501123E-1,-2.153816223E-1,-1.512855291E0
8.620370576E1,3.715020418E-1,1.259269714E-1,-1.888717294E0
8.620870576E1,4.291639328E-1,3.801698685E-1,-2.228129625E0
8.621370576E1,3.325687647E-1,6.712894440E-1,-2.492196321E0
8.621870576E1,2.290632725E-1,9.496326447E-1,-2.706995010E0
8.622370576E1,2.000323534E-1,1.204148293E0,-2.991309643E0
8.622870576E1,2.590030432E-1,1.453398705E0,-3.383198500E0
8.623370576E1,-5.223751068E-3,1.675304413E0,-3.615085840E0
8.623870576E1,-8.985698223E-2,1.872097969E0,-3.651669502E0
8.624370576E1,-1.388485432E-1,1.997303963E0,-3.710553646E0
8.624870576E1,-1.620461941E-1,2.111335754E0,-3.742768526E0
8.625370576E1,-1.946809292E-1,2.182874680E0,-3.674789906E0
8.625870576E1,-2.235565186E-1,2.173189163E0,-3.557338238E0
8.626370576E1,-2.523247004E-1,2.123608589E0,-3.352973700E0
8.626870576E1,-1.156554222E-1,1.964118004E0,-3.058986425E0
8.627370576E1,3.051710129E-2,1.866626740E0,-2.668218136E0
8.627870576E1,9.312450886E-2,1.894292831E0,-1.950025082E0
8.628370576E1,4.800201654E-1,1.834239960E0,-1.297460437E0
8.628870576E1,9.630731344E-1,1.941796303E0,-6.131746769E-1
8.629370576E1,1.409629583E0,2.191459656E0,3.894180059E-2
8.629870576E1,1.878180861E0,2.435639381E0,5.036023855E-1
8.630370576E1,2.130085707E0,2.789124489E0,8.574126363E-1
8.630870576E1,2.205416203E0,3.229146957E0,9.581856728E-1
8.631370576E1,2.135502338E0,3.757335663E0,9.371038079E-1
8.631870576E1,1.903016448E0,4.321257591E0,9.573318958E-1
8.632370576E1,1.543100953E0,4.928691864E0,9.986996651E-1
8.632870576E1,1.313828826E0,5.423510551E0,9.894108772E-1
8.633370576E1,1.054900765E0,5.715229988E0,9.027249813E-1
8.633870576E1,8.373632431E-1,5.810873032E0,8.363293409E-1
8.634370576E1,5.697693825E-1,5.704703331E0,8.856753111E-1
8.634870576E1,2.727477551E-1,5.523353577E0,9.881933928E-1
8.635370576E1,9.044480324E-2,5.223424911E0,1.290026546E0
8.635870576E1,2.180600166E-2,4.988103867E0,1.822308779E0
8.636370576E1,-7.106077671E-2,4.852825165E0,2.398223877E0
8.636870576E1,-1.579109430E-1,4.756325722E0,2.988707304E0
8.637370576E1,-1.524674892E-1,4.627209663E0,3.499627590E0
8.637870576E1,-3.030061722E-2,4.487518311E0,3.873214245E0
8.638370576E1,1.248242855E-1,4.302343369E0,3.983695030E0
8.638870576E1,3.620712757E-1,4.013556480E0,3.852794647E0
8.639370576E1,4.227005243E-1,3.588842392E0,3.584667921E0
8.639870576E1,4.060950279E-1,3.206275940E0,3.298900127E0
8.640370576E1,3.595454693E-1,2.836638451E0,3.000733376E0
8.640870576E1,2.697116137E-1,2.474385262E0,2.682169914E0
8.641370576E1,4.796421528E-2,2.081061363E0,2.461180925E0
8.641870576E1,-1.093242168E-1,1.676201820E0,2.532452583E0
8.642370576E1,3.916001320E-2,1.267278671E0,2.592278957E0
8.642870576E1,2.314759493E-1,8.827238083E-1,2.671725273E0
8.643370576E1,4.327455759E-1,4.326362610E-1,2.687118530E0
8.643870576E1,6.120661497E-1,-2.941989899E-2,2.472809315E0
8.644370576E1,7.214814425E-1,-4.424819946E-1,2.140865803E0
8.644870576E1,8.449795246E-1,-7.264060974E-1,1.830945969E0
8.645370576E1,1.036768198E0,-9.506444931E-1,1.473517179E0
8.645870576E1,1.106585145E0,-1.164976120E0,1.064431906E0
8.646370576E1,1.031280756E0,-1.403569221E0,6.995208263E-1
8.646870576E1,9.326771498E-1,-1.647447109E0,3.768674731E-1
8.647370576E1,1.071115255E0,-1.723927975E0,1.254584789E-1
8.647870576E1,1.055427074E0,-1.769563675E0,-7.737635076E-2
8.648370576E1,8.239207268E-1,-1.919208050E0,-2.961050272E-1
8.648870576E1,5.152637959E-1,-2.128438473E0,-4.312810004E-1
8.649370576E1,2.180225849E-1,-2.354886532E0,-5.417745113E-1
8.649870576E1,-2.182352543E-2,-2.530579567E0,-5.793921351E-1
8.650370576E1,-1.693990231E-1,-2.695530415E0,-5.783234239E-1
8.650870576E1,-3.241802454E-1,-2.802525520E0,-5.325248837E-1
8.651370576E1,-4.473323226E-1,-2.838030815E0,-5.117754340E-1
8.651870576E1,-5.275868773E-1,-2.888989449E0,-5.016644597E-1
8.652370576E1,-6.521403193E-1,-2.968147755E0,-4.220445752E-1
8.652870576E1,-7.684078217E-1,-3.043251991E0,-3.305058479E-1
8.653370576E1,-8.707482815E-1,-3.124281406E0,-1.738353670E-1
8.653870576E1,-9.898325205E-1,-3.176236153E0,-7.844609022E-2
8.654370576E1,-1.051827908E0,-3.259239674E0,-1.488617063E-2
8.654870576E1,-1.092771411E0,-3.313560486E0,1.941971779E-1
8.655370576E1,-1.140002847E0,-3.395902634E0,3.506873250E-1
8.655870576E1,-1.001035571E0,-3.526495457E0,4.040976167E-1
8.656370576E1,-8.825200200E-1,-3.641669750E0,3.523485065E-1
8.656870576E1,-9.898423553E-1,-3.874371052E0,2.819317579E-1
8.657370576E1,-9.879634380E-1,-4.168490887E0,2.436811924E-1
8.657870576E1,-7.573726177E-1,-4.385883331E0,3.151249886E-1
8.658370576E1,-3.328855634E-1,-4.562941551E0,4.549057484E-1
8.658870576E1,-5.479419231E-2,-4.652260303E0,6.192042232E-1
8.659370576E1,-3.498023748E-2,-4.687200546E0,7.267071009E-1
8.659870576E1,-1.749038696E-3,-4.798363209E0,6.580290198E-1
8.660370576E1,1.420301199E-1,-4.839938641E0,5.124848485E-1
8.660870576E1,2.837387919E-1,-4.796394825E0,4.100750089E-1
8.661370576E1,2.823259234E-1,-4.647086143E0,3.821313381E-1
8.661870576E1,3.271446824E-1,-4.404829025E0,3.472157121E-1
8.662370576E1,5.333407521E-1,-4.147742271E0,3.536507487E-1
8.662870576E1,6.631212831E-1,-3.856927395E0,3.945060372E-1
8.663370576E1,8.150629401E-1,-3.457253933E0,2.999870777E-1
8.663870576E1,1.042492390E0,-3.033011436E0,2.709233761E-2
8.664370576E1,1.357124567E0,-2.545961380E0,-2.576733232E-1
8.664870576E1,1.690702796E0,-2.041816711E0,-5.006368160E-1
